spk	filename	cm-score	asv-score	sasv-score
SPK_00067553_000	UTT_00205905	2.5536932945251465	11.46257209777832	2.727621078491211
SPK_00092370_138	UTT_00010681	-12.289422988891602	-0.4120069444179535	-12.115470886230469
SPK_00575791_000	UTT_00564235	-6.329936504364014	10.33267593383789	-6.155982971191406
SPK_00249598_000	UTT_00231868	12.35638427734375	-1.509911298751831	0.3247683048248291
SPK_00584620_020	UTT_00521536	30.997074127197266	4.263573169708252	6.098258018493652
SPK_00058708_032	UTT_00267669	30.82648468017578	5.261780738830566	7.096465110778809
SPK_00608505_053	UTT_00764062	32.53947067260742	-7.731287479400635	-5.896602630615234
SPK_00339188_000	UTT_00456575	2.9774396419525146	11.856151580810547	3.1513664722442627
SPK_00956066_000	UTT_00003679	20.442739486694336	-8.558374404907227	-6.723690032958984
SPK_00479991_000	UTT_00853095	-4.672445297241211	0.7474014163017273	-4.499333381652832
SPK_00361027_291	UTT_00183955	29.95541763305664	-3.7888009548187256	-1.9541163444519043
SPK_00925455_558	UTT_00063233	28.634702682495117	-8.993865013122559	-7.159180641174316
SPK_00766997_000	UTT_00707301	-7.569700717926025	8.586493492126465	-7.395747184753418
SPK_00833043_000	UTT_00456652	20.609769821166992	13.28687572479248	15.118091583251953
SPK_00404767_060	UTT_00264250	32.78110122680664	-4.565295219421387	-2.7306106090545654
SPK_00086801_000	UTT_00268814	-5.089963912963867	-4.062843322753906	-4.981823921203613
SPK_00121556_258	UTT_00271674	-6.809158802032471	0.29603856801986694	-6.635361194610596
SPK_00584620_104	UTT_00201123	-5.862266540527344	5.144723415374756	-5.688316345214844
SPK_00584620_111	UTT_00523636	-12.396682739257812	-4.89116907119751	-12.222834587097168
SPK_00124534_174	UTT_00974519	31.85646629333496	-2.086019992828369	-0.25133538246154785
SPK_00429482_024	UTT_00771730	26.747325897216797	2.132244825363159	3.9669294357299805
SPK_00377384_086	UTT_00262390	29.335371017456055	-4.850497245788574	-3.015812635421753
SPK_00942655_000	UTT_00263735	-4.369263172149658	-1.784697413444519	-4.209539413452148
SPK_00091769_000	UTT_00513012	13.86561393737793	-4.730712413787842	-2.8960278034210205
SPK_00509560_129	UTT_00175639	-6.852622985839844	-3.7146482467651367	-6.6868767738342285
SPK_00021713_000	UTT_00452804	-4.332174777984619	-2.2437491416931152	-4.181486129760742
SPK_00444230_000	UTT_00103328	-5.730904579162598	6.440781116485596	-5.556952476501465
SPK_00243280_176	UTT_00906698	30.952037811279297	-7.0304341316223145	-5.195749282836914
SPK_00914434_000	UTT_00935187	21.41895866394043	12.600403785705566	14.434309959411621
SPK_00171888_098	UTT_00257598	-11.323122024536133	5.480022430419922	-11.149168968200684
SPK_00044224_325	UTT_00855350	27.064950942993164	-7.431949138641357	-5.597264289855957
SPK_00021085_000	UTT_00218126	-4.852365970611572	11.571691513061523	-4.678412437438965
SPK_00444749_194	UTT_00785320	24.692359924316406	3.9662182331085205	5.800902843475342
SPK_00361027_125	UTT_00892442	31.400222778320312	-2.7804250717163086	-0.9457404613494873
SPK_00259787_000	UTT_00681387	26.784034729003906	12.211784362792969	14.046465873718262
SPK_00377384_041	UTT_00419898	30.401451110839844	4.395013809204102	6.229698181152344
SPK_00889091_000	UTT_00543616	-3.9115781784057617	0.010587885975837708	-3.741379499435425
SPK_00667023_304	UTT_00579641	32.192073822021484	-8.970056533813477	-7.135372161865234
SPK_00344197_046	UTT_00847425	28.16826057434082	-10.801302909851074	-8.966618537902832
SPK_00163002_030	UTT_00448209	29.56512451171875	-7.940104961395264	-6.105420112609863
SPK_00092370_106	UTT_00933233	32.031715393066406	-3.3607497215270996	-1.5260651111602783
SPK_00615476_107	UTT_00078000	20.71235466003418	0.05969260632991791	1.8943772315979004
SPK_00675656_000	UTT_00952235	26.106769561767578	13.09814453125	14.932817459106445
SPK_00377384_127	UTT_00681583	31.67523956298828	-5.99031400680542	-4.1556291580200195
SPK_00344197_018	UTT_00726703	33.106895446777344	-10.169642448425293	-8.33495807647705
SPK_00232111_000	UTT_00556579	-5.105229377746582	-0.5913127064704895	-4.933355808258057
SPK_00675705_000	UTT_00575124	-9.640607833862305	7.465029239654541	-9.466654777526855
SPK_00506913_000	UTT_00176590	25.541025161743164	14.521923065185547	16.356521606445312
SPK_00377384_062	UTT_00731910	-10.74764633178711	6.2934675216674805	-10.57369327545166
SPK_00092370_073	UTT_00042283	31.030677795410156	-5.850688934326172	-4.01600456237793
SPK_00818557_062	UTT_00852151	-9.613700866699219	-1.6058881282806396	-9.439810752868652
SPK_00823445_000	UTT_00085681	17.927001953125	10.912751197814941	12.742714881896973
SPK_00850716_000	UTT_00443595	-0.36895108222961426	12.087040901184082	-0.19499850273132324
SPK_00344197_023	UTT_00414377	31.81891441345215	-2.581775665283203	-0.7470910549163818
SPK_00163002_055	UTT_00941498	27.414443969726562	-8.956664085388184	-7.121979713439941
SPK_00534367_000	UTT_00808561	24.797163009643555	12.150033950805664	13.984701156616211
SPK_00830458_000	UTT_00807524	-3.589629650115967	3.1765809059143066	-3.4158952236175537
SPK_00429482_157	UTT_00735953	1.23201584815979	-2.2742533683776855	-0.5862116813659668
SPK_00818557_087	UTT_00932067	-10.350021362304688	4.22141170501709	-10.176068305969238
SPK_00344197_031	UTT_00378811	31.493715286254883	-3.109771728515625	-1.2750871181488037
SPK_00429482_204	UTT_00304620	31.3693790435791	-9.09951400756836	-7.264829635620117
SPK_00177765_041	UTT_00928259	14.617895126342773	1.9080504179000854	3.7427191734313965
SPK_00344197_012	UTT_00661509	26.67633056640625	-6.1470513343811035	-4.312366485595703
SPK_00578079_000	UTT_00439311	27.81830406188965	-3.8545215129852295	-2.019836902618408
SPK_00163002_035	UTT_00873249	-12.27345085144043	0.43839144706726074	-12.099498748779297
SPK_00283542_101	UTT_00082720	27.49681854248047	-2.023027181625366	-0.18834257125854492
SPK_00390613_032	UTT_00140589	-8.483051300048828	4.424774646759033	-8.309098243713379
SPK_00785539_000	UTT_00205774	-2.898714065551758	3.981842279434204	-2.7249560356140137
SPK_00611202_000	UTT_00676248	-1.4631373882293701	7.723696231842041	-1.2892035245895386
SPK_00606221_115	UTT_00143941	-8.828502655029297	4.8376970291137695	-8.654549598693848
SPK_00283542_020	UTT_00165795	27.42555809020996	6.045465469360352	7.880149841308594
SPK_00344197_079	UTT_00260307	28.54008674621582	-3.492438793182373	-1.6577541828155518
SPK_00495551_000	UTT_00071355	22.582599639892578	12.768550872802734	14.602947235107422
SPK_00816634_000	UTT_00277877	18.31473159790039	-5.753968238830566	-3.919283628463745
SPK_00680548_000	UTT_00800249	-6.778478622436523	5.272940158843994	-6.604526519775391
SPK_00640041_000	UTT_00062290	-5.754666328430176	5.3587493896484375	-5.580716133117676
SPK_00323770_000	UTT_00394007	20.737445831298828	-3.198556661605835	-1.3638720512390137
SPK_00925455_464	UTT_00785985	29.413267135620117	0.5170081257820129	2.3516926765441895
SPK_00121556_305	UTT_00011195	24.567363739013672	1.397910714149475	3.232595443725586
SPK_00092370_030	UTT_00716443	-8.835641860961914	-1.9173786640167236	-8.661876678466797
SPK_00371609_031	UTT_00052932	30.73368263244629	6.848496913909912	8.683181762695312
SPK_00818557_058	UTT_00636025	31.171998977661133	-3.2498927116394043	-1.415208101272583
SPK_00377384_007	UTT_00419898	30.401451110839844	-3.067115545272827	-1.2324309349060059
SPK_00372098_081	UTT_00837522	30.56015396118164	-8.466612815856934	-6.631928443908691
SPK_00540224_000	UTT_00067587	2.8393990993499756	-7.200563430786133	-5.366108417510986
SPK_00795484_012	UTT_00253155	30.594640731811523	-2.1829891204833984	-0.34830451011657715
SPK_00795484_095	UTT_00576409	29.578662872314453	1.7691696882247925	3.603854179382324
SPK_00044224_400	UTT_00535901	28.310020446777344	-3.5276548862457275	-1.6929702758789062
SPK_00121556_212	UTT_00115715	29.364604949951172	5.38925313949585	7.22393798828125
SPK_00711320_000	UTT_00894377	-5.143450736999512	6.099283218383789	-4.9695000648498535
SPK_00227789_000	UTT_00676408	25.960031509399414	-2.078579902648926	-0.2438952922821045
SPK_00394592_000	UTT_00618016	1.0217562913894653	11.288474082946777	1.1957030296325684
SPK_00760517_000	UTT_00620237	-6.478026866912842	-7.186923027038574	-6.630518436431885
SPK_00615476_106	UTT_00404863	-9.944427490234375	6.318020820617676	-9.770474433898926
SPK_00615476_010	UTT_00173777	29.297271728515625	-1.2772858142852783	0.557398796081543
SPK_00281749_000	UTT_00258383	-6.614350318908691	-2.5438313484191895	-6.443634986877441
SPK_00177765_111	UTT_00975600	26.915124893188477	0.36225491762161255	2.196939468383789
SPK_00079046_041	UTT_00194582	22.081218719482422	6.2036919593811035	8.038375854492188
SPK_00444749_010	UTT_00242988	30.46274185180664	1.7307299375534058	3.5654144287109375
SPK_00872528_000	UTT_00114324	-5.421539783477783	5.550454616546631	-5.247589588165283
SPK_00824010_000	UTT_00283927	-7.016809940338135	1.560848355293274	-6.842892169952393
SPK_00058708_026	UTT_00897017	-10.250885009765625	4.136595249176025	-10.076931953430176
SPK_00925455_421	UTT_00406563	30.23866844177246	-5.040466785430908	-3.205782175064087
SPK_00925455_466	UTT_00323649	26.441627502441406	6.170211315155029	8.00489616394043
SPK_00956066_000	UTT_00061631	22.799150466918945	-8.00954532623291	-6.174860954284668
SPK_00228084_000	UTT_00481564	-6.107487678527832	4.797521591186523	-5.93353796005249
SPK_00044224_448	UTT_00509917	30.770648956298828	-2.91980242729187	-1.0851178169250488
SPK_00163002_081	UTT_00521219	28.4024715423584	-3.9194977283477783	-2.084813117980957
SPK_00795484_103	UTT_00909300	31.64695930480957	-2.9984185695648193	-1.163733959197998
SPK_00305232_000	UTT_00561024	25.458341598510742	-6.10315465927124	-4.26846981048584
SPK_00818557_056	UTT_00160629	-10.862049102783203	-1.4851112365722656	-10.688112258911133
SPK_00870889_152	UTT_00724541	-8.245372772216797	0.9214989542961121	-8.071439743041992
SPK_00127232_257	UTT_00054123	30.575838088989258	-6.38810920715332	-4.553424835205078
SPK_00283542_095	UTT_00787514	30.804113388061523	2.1870532035827637	4.021738052368164
SPK_00444749_239	UTT_00002777	-9.42930793762207	3.3658058643341064	-9.255354881286621
SPK_00163002_116	UTT_00071210	32.63835906982422	-0.5947842597961426	1.2399003505706787
SPK_00950525_000	UTT_00880452	-0.9236254692077637	9.005121231079102	-0.7496814727783203
SPK_00615476_050	UTT_00291458	30.92595863342285	0.3890392780303955	2.223723888397217
SPK_00667023_080	UTT_00834499	28.050201416015625	-4.320765495300293	-2.4860808849334717
SPK_00905144_000	UTT_00961124	-6.248147487640381	10.520413398742676	-6.074193954467773
SPK_00818557_067	UTT_00656569	33.96654510498047	-4.093099594116211	-2.2584149837493896
SPK_00339188_000	UTT_00338125	24.56647300720215	-7.337212562561035	-5.502528190612793
SPK_00079046_088	UTT_00757769	28.296977996826172	-5.929553508758545	-4.0948686599731445
SPK_00328240_000	UTT_00163801	-6.401967525482178	5.8800482749938965	-6.228014945983887
SPK_00917951_000	UTT_00597828	-5.459918975830078	-1.0258119106292725	-5.288218021392822
SPK_00836425_041	UTT_00042308	24.04863929748535	-0.5677520036697388	1.2669326066970825
SPK_00480229_000	UTT_00056108	11.125419616699219	-1.82660973072052	0.008062362670898438
SPK_00058708_003	UTT_00364345	31.665246963500977	-9.042969703674316	-7.208285331726074
SPK_00092370_178	UTT_00417084	-11.23554801940918	-3.513270854949951	-11.061678886413574
SPK_00283542_018	UTT_00221901	29.631206512451172	4.7957844734191895	6.63046932220459
SPK_00865142_000	UTT_00478181	27.41155433654785	14.71164608001709	16.546316146850586
SPK_00135572_000	UTT_00548435	26.15595054626465	10.912006378173828	12.746689796447754
SPK_00243280_106	UTT_00900984	19.079607009887695	-5.06601095199585	-3.2313263416290283
SPK_00344197_010	UTT_00682451	31.48544692993164	-7.52222204208374	-5.68753719329834
SPK_00818557_050	UTT_00772140	30.60096549987793	-11.09791374206543	-9.263229370117188
SPK_00870889_106	UTT_00663471	-11.260923385620117	-1.2668697834014893	-11.086978912353516
SPK_00509560_119	UTT_00145488	30.020580291748047	-3.318589448928833	-1.4839048385620117
SPK_00064284_000	UTT_00443326	25.168598175048828	-11.188681602478027	-9.353997230529785
SPK_00092370_190	UTT_00096922	-7.53613805770874	-2.6031041145324707	-7.363552570343018
SPK_00151368_000	UTT_00715525	22.867733001708984	-9.604942321777344	-7.770257949829102
SPK_00818557_051	UTT_00154909	28.681398391723633	-8.928888320922852	-7.094203948974609
SPK_00390613_131	UTT_00117628	32.236812591552734	-10.173113822937012	-8.33842945098877
SPK_00818557_047	UTT_00928948	31.561906814575195	-6.392821311950684	-4.558136940002441
SPK_00283542_046	UTT_00501034	-11.712547302246094	-0.4935992360115051	-11.538597106933594
SPK_00073844_000	UTT_00559382	-6.398214817047119	7.594734191894531	-6.224261283874512
SPK_00606221_054	UTT_00742316	-10.656566619873047	6.743840217590332	-10.482613563537598
SPK_00795484_029	UTT_00351196	22.339853286743164	-4.750800609588623	-2.9161159992218018
SPK_00795484_019	UTT_00926075	31.936784744262695	-8.067825317382812	-6.23314094543457
SPK_00163002_133	UTT_00228043	14.186254501342773	-6.454822063446045	-4.6201372146606445
SPK_00377384_016	UTT_00490473	-7.922994136810303	2.6981847286224365	-7.749045372009277
SPK_00283542_061	UTT_00016733	31.476856231689453	-9.3408203125	-7.506135940551758
SPK_00092370_008	UTT_00797080	-6.407277584075928	-5.351957321166992	-6.297364234924316
SPK_00044224_017	UTT_00522737	30.210002899169922	-8.363444328308105	-6.528759956359863
SPK_00756663_000	UTT_00285862	11.08902359008789	13.116496086120605	11.23826789855957
SPK_00404767_076	UTT_00645277	25.797138214111328	-6.05727481842041	-4.222590446472168
SPK_00016099_000	UTT_00598895	5.444962978363037	-5.647823333740234	-3.813218832015991
SPK_00523366_000	UTT_00723586	-2.305255889892578	-2.3893260955810547	-2.319162130355835
SPK_00095560_000	UTT_00958937	-9.089292526245117	6.087378978729248	-8.915339469909668
SPK_00611202_000	UTT_00623550	-6.6175031661987305	-1.175605297088623	-6.444372653961182
SPK_00156292_286	UTT_00831981	12.9417724609375	-9.094801902770996	-7.260117530822754
SPK_00615476_147	UTT_00896182	31.421913146972656	-2.7122244834899902	-0.877539873123169
SPK_00026538_000	UTT_00667613	2.4908108711242676	12.40746021270752	2.664754867553711
SPK_00608505_013	UTT_00240935	30.01348304748535	1.9916270971298218	3.8263115882873535
SPK_00870889_080	UTT_00348973	-6.993546485900879	2.0893406867980957	-6.819614887237549
SPK_00163002_105	UTT_00781403	29.006065368652344	-3.407869815826416	-1.5731852054595947
SPK_00058708_078	UTT_00580019	30.594133377075195	-8.3021879196167	-6.467503547668457
SPK_00925455_795	UTT_00144939	20.34113121032715	-4.355485439300537	-2.520800828933716
SPK_00606221_024	UTT_00405859	30.968339920043945	4.121715545654297	5.956399917602539
SPK_00177765_179	UTT_00009800	31.58683967590332	-7.627622604370117	-5.792938232421875
SPK_00945681_067	UTT_00158908	28.283998489379883	-7.7035112380981445	-5.868826866149902
SPK_00818557_087	UTT_00061120	-8.766807556152344	8.759599685668945	-8.592854499816895
SPK_00466355_000	UTT_00320730	-4.157193660736084	-0.4060547649860382	-3.9876937866210938
SPK_00795484_023	UTT_00285350	28.938085556030273	-0.5275760293006897	1.3071086406707764
SPK_00790744_000	UTT_00020063	22.616254806518555	6.8480000495910645	8.682683944702148
SPK_00615476_098	UTT_00169144	-7.083380699157715	-1.4878393411636353	-6.910132884979248
SPK_00584620_061	UTT_00966699	29.994464874267578	0.40887904167175293	2.243563652038574
SPK_00606221_123	UTT_00432159	28.278846740722656	-3.2317886352539062	-1.397104024887085
SPK_00171888_090	UTT_00841690	-11.768959045410156	0.7315300703048706	-11.595006942749023
SPK_00836425_014	UTT_00231693	-8.574485778808594	0.4356633424758911	-8.400555610656738
SPK_00627101_000	UTT_00327649	-8.143451690673828	8.199858665466309	-7.969498634338379
SPK_00344197_068	UTT_00242073	25.890810012817383	-7.324563980102539	-5.489879608154297
SPK_00036377_000	UTT_00292671	-3.5140366554260254	3.3372857570648193	-3.3402843475341797
SPK_00344197_066	UTT_00339597	30.902252197265625	-8.503317832946777	-6.668633460998535
SPK_00021085_000	UTT_00024688	26.988109588623047	11.867063522338867	13.701746940612793
SPK_00404767_195	UTT_00874032	-8.339666366577148	2.27831768989563	-8.165718078613281
SPK_00058708_067	UTT_00136881	30.682979583740234	-8.680142402648926	-6.845458030700684
SPK_00371609_093	UTT_00098790	27.350234985351562	-4.885465621948242	-3.050781011581421
SPK_00556803_000	UTT_00344936	-6.74709415435791	5.59187126159668	-6.573142051696777
SPK_00728993_000	UTT_00722077	-2.5191588401794434	10.619364738464355	-2.345205783843994
SPK_00894861_000	UTT_00611013	26.38852310180664	-3.598583459854126	-1.7638988494873047
SPK_00124534_074	UTT_00959008	30.91777992248535	1.650128960609436	3.484813690185547
SPK_00818557_080	UTT_00933410	21.459081649780273	1.1541253328323364	2.9888100624084473
SPK_00843613_094	UTT_00018564	-8.435548782348633	-1.3363101482391357	-8.261752128601074
SPK_00888440_000	UTT_00629269	-4.589658260345459	-5.136691570281982	-4.699636459350586
SPK_00795484_079	UTT_00867239	30.040321350097656	-3.188636302947998	-1.3539516925811768
SPK_00344197_030	UTT_00161852	29.83672523498535	-4.36887788772583	-2.534193277359009
SPK_00255569_000	UTT_00714160	25.279159545898438	11.073952674865723	12.9086332321167
SPK_00785539_000	UTT_00316135	24.132226943969727	-2.627159833908081	-0.7924752235412598
SPK_00615476_038	UTT_00128041	25.15195655822754	0.48898351192474365	2.3236680030822754
SPK_00009021_000	UTT_00650609	-6.308284282684326	13.716414451599121	-6.134330749511719
SPK_00818557_013	UTT_00924112	28.926170349121094	-5.213820457458496	-3.379135847091675
SPK_00121556_161	UTT_00906898	28.815092086791992	-8.213154792785645	-6.378470420837402
SPK_00163002_112	UTT_00960119	-12.062854766845703	8.40396499633789	-11.888901710510254
SPK_00785539_000	UTT_00964589	-7.736294269561768	3.2060928344726562	-7.562344074249268
SPK_00156292_296	UTT_00522879	-11.00430679321289	3.756657123565674	-10.830353736877441
SPK_00882628_000	UTT_00385082	-7.771271228790283	-4.288029193878174	-7.603135108947754
SPK_00925455_555	UTT_00661730	27.595840454101562	-4.940025806427002	-3.1053411960601807
SPK_00753321_000	UTT_00183993	19.006120681762695	-6.773007869720459	-4.938323020935059
SPK_00260034_008	UTT_00795570	29.57622528076172	-0.7991381287574768	1.0355465412139893
SPK_00556034_000	UTT_00440451	25.047183990478516	8.646014213562012	10.480698585510254
SPK_00058708_019	UTT_00984297	23.943788528442383	-3.004370927810669	-1.1696863174438477
SPK_00827465_000	UTT_00121028	1.194673776626587	-10.329107284545898	-8.494475364685059
SPK_00803127_000	UTT_00291164	19.827451705932617	3.920090436935425	5.754774570465088
SPK_00127232_128	UTT_00591956	28.517927169799805	-5.518614292144775	-3.683929681777954
SPK_00163002_111	UTT_00254695	30.99898338317871	-0.3884471654891968	1.4462374448776245
SPK_00737542_000	UTT_00509779	-6.096593379974365	-8.062865257263184	-6.780181884765625
SPK_00163002_151	UTT_00377773	36.07358169555664	0.9639080166816711	2.7985925674438477
SPK_00910667_000	UTT_00513960	-6.332535743713379	-0.7368891835212708	-6.159287929534912
SPK_00283542_029	UTT_00862467	32.34051513671875	-6.121506690979004	-4.286822319030762
SPK_00910559_015	UTT_00638545	31.202659606933594	-5.965513706207275	-4.130828857421875
SPK_00083578_000	UTT_00027844	3.7556633949279785	-1.749233365058899	0.06427283585071564
SPK_00429482_055	UTT_00552741	15.569093704223633	-1.4573349952697754	0.3773493766784668
SPK_00082339_000	UTT_00074494	20.46900749206543	13.613492965698242	15.442646980285645
SPK_00121556_010	UTT_00505090	28.53009605407715	-2.751657247543335	-0.9169726371765137
SPK_00371609_015	UTT_00495913	31.966964721679688	-9.828391075134277	-7.993706703186035
SPK_00243280_201	UTT_00678730	28.78877830505371	-3.227820634841919	-1.3931360244750977
SPK_00371609_019	UTT_00196548	29.452434539794922	-1.630688190460205	0.2039964199066162
SPK_00361027_076	UTT_00313616	29.67754554748535	-9.032801628112793	-7.198117256164551
SPK_00836425_013	UTT_00527259	30.042640686035156	1.9400430917739868	3.7747278213500977
SPK_00888440_000	UTT_00156533	0.5616188645362854	-6.397037506103516	-4.567342758178711
SPK_00943815_000	UTT_00387978	29.999391555786133	0.4959275722503662	2.3306121826171875
SPK_00390613_006	UTT_00547894	29.832550048828125	6.988866806030273	8.823551177978516
SPK_00404767_169	UTT_00258021	31.623050689697266	-4.567278861999512	-2.7325942516326904
SPK_00092370_107	UTT_00979131	31.851383209228516	5.886496543884277	7.7211809158325195
SPK_00776727_143	UTT_00327629	-10.020174026489258	12.841463088989258	-9.846220970153809
SPK_00899883_000	UTT_00929227	-4.428093910217285	-0.5166640281677246	-4.257936000823975
SPK_00152965_000	UTT_00126775	21.751556396484375	4.065915107727051	5.900599479675293
SPK_00909869_000	UTT_00252860	-2.9332871437072754	6.72548770904541	-2.7593460083007812
SPK_00058708_014	UTT_00037375	31.6505069732666	11.801590919494629	13.636275291442871
SPK_00044224_332	UTT_00521321	27.12367820739746	-3.580479145050049	-1.7457945346832275
SPK_00611202_000	UTT_00644354	-3.374074935913086	9.006113052368164	-3.200122356414795
SPK_00044224_325	UTT_00199190	30.8595027923584	-0.42986345291137695	1.4048211574554443
SPK_00260034_009	UTT_00766376	31.239246368408203	-5.315004825592041	-3.4803202152252197
SPK_00171888_120	UTT_00223638	30.046754837036133	-1.479655385017395	0.35502922534942627
SPK_00639471_000	UTT_00202273	-7.724310398101807	-2.2499492168426514	-7.551153182983398
SPK_00260034_006	UTT_00874304	31.5522518157959	-11.126681327819824	-9.291996955871582
SPK_00361027_197	UTT_00285652	-8.375452041625977	-4.128563404083252	-8.204214096069336
SPK_00407220_000	UTT_00648165	-0.38033199310302734	-1.1026923656463623	-0.5365918874740601
SPK_00661490_000	UTT_00835630	-8.429418563842773	2.3958704471588135	-8.25546932220459
SPK_00260034_009	UTT_00381075	30.871091842651367	-8.080473899841309	-6.245789527893066
SPK_00156292_164	UTT_00380589	29.25194549560547	-1.259677767753601	0.5750068426132202
SPK_00390613_047	UTT_00743108	30.80988121032715	5.562607288360596	7.397292137145996
SPK_00404767_072	UTT_00465057	21.361587524414062	-7.99863338470459	-6.163949012756348
SPK_00990475_000	UTT_00272089	-5.780374526977539	-2.608311891555786	-5.614354133605957
SPK_00925455_078	UTT_00626549	29.81061363220215	-6.982817649841309	-5.148133277893066
SPK_00899184_000	UTT_00168486	-1.3182735443115234	4.751144886016846	-1.1447595357894897
SPK_00341621_000	UTT_00555637	0.40099525451660156	-9.15506649017334	-7.320754528045654
SPK_00163002_051	UTT_00732243	-6.626530647277832	-4.580174922943115	-6.476830005645752
SPK_00361027_088	UTT_00294387	33.446109771728516	-7.8446245193481445	-6.009940147399902
SPK_00818557_003	UTT_00210313	29.09147834777832	-13.807333946228027	-11.972649574279785
SPK_00163002_072	UTT_00580304	-7.496607303619385	-0.15234871208667755	-7.3227763175964355
SPK_00827107_000	UTT_00102464	-5.519410610198975	8.40793228149414	-5.345457077026367
SPK_00323770_000	UTT_00009009	-3.0139660835266113	-5.3167405128479	-3.9048476219177246
SPK_00479991_000	UTT_00407525	26.605194091796875	-4.956890106201172	-3.1222054958343506
SPK_00795484_045	UTT_00486477	28.62864112854004	-4.128563404083252	-2.2938787937164307
SPK_00608505_099	UTT_00051699	29.990886688232422	-4.203212261199951	-2.36852765083313
SPK_00116175_000	UTT_00092666	10.746503829956055	14.481995582580566	10.915933609008789
SPK_00044224_128	UTT_00073869	31.571138381958008	-6.858320713043213	-5.0236358642578125
SPK_00916392_000	UTT_00874129	15.132257461547852	13.988471984863281	14.838497161865234
SPK_00283542_050	UTT_00375359	-9.795795440673828	-2.0703954696655273	-9.621926307678223
SPK_00287875_000	UTT_00702957	-3.5381827354431152	3.084820508956909	-3.3644819259643555
SPK_00092370_104	UTT_00008554	-12.984024047851562	3.8533775806427	-12.810070991516113
SPK_00945681_045	UTT_00145075	28.639751434326172	-2.745952844619751	-0.9112682342529297
SPK_00795484_058	UTT_00867795	29.59375762939453	-6.8446807861328125	-5.00999641418457
SPK_00125165_168	UTT_00519951	32.441097259521484	8.320634841918945	10.155319213867188
SPK_00044224_186	UTT_00257888	26.376346588134766	-3.4088621139526367	-1.5741775035858154
SPK_00697246_000	UTT_00905303	-7.352006435394287	1.3398786783218384	-7.178084850311279
SPK_00372098_057	UTT_00162138	-10.769174575805664	-4.892409801483154	-10.59575366973877
SPK_00250911_000	UTT_00318432	-7.535685062408447	-3.3364455699920654	-7.364578723907471
SPK_00818557_010	UTT_00211109	31.331790924072266	-5.041459083557129	-3.2067744731903076
SPK_00776727_135	UTT_00352189	-5.496530532836914	5.080491542816162	-5.322582244873047
SPK_00795484_107	UTT_00043871	22.408597946166992	-7.459725379943848	-5.6250410079956055
SPK_00785650_000	UTT_00255650	-5.8268866539001465	-2.1834850311279297	-5.657891750335693
SPK_00185962_000	UTT_00467844	-11.62386703491211	-0.6788572072982788	-11.44991683959961
SPK_00079046_075	UTT_00880592	-8.148853302001953	5.053954124450684	-7.974900722503662
SPK_00372098_048	UTT_00204635	19.895309448242188	-3.5933754444122314	-1.7586908340454102
SPK_00124534_197	UTT_00658429	-8.064960479736328	-3.168548345565796	-7.892426490783691
